ITEM: TIMESTEP
25000
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
76 66.2396 
77 -53.4411 
78 -169.899 
79 70.42 
80 -50.6664 
81 -55.6655 
82 -175.346 
83 63.5674 
84 -155.754 
85 -31.7541 
86 86.1866 
87 -68.182 
88 164.168 
89 51.2779 
90 -88.2804 
91 158.83 
92 39.3698 
93 34.4702 
94 -78.4197 
95 162.12 
96 72.9688 
97 -38.3199 
98 -161.005 
99 172.559 
100 -66.6549 
101 47.5211 
102 139.945 
103 23.0237 
104 -94.4491 
105 69.3301 
106 -58.6686 
107 -172.521 
108 57.2612 
109 -56.5908 
110 -174.74 
111 178.408 
112 64.5562 
113 -53.5931 
114 20.2815 
115 146.473 
116 -94.3029 
ITEM: TIMESTEP
38200
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -43.1882 
2 -53.1803 
3 -174.096 
4 71.9853 
5 70.4483 
6 -50.467 
7 -164.386 
8 -168.354 
9 70.7308 
10 -106.987 
11 7.81889 
12 -170.822 
13 74.0029 
14 -50.0003 
15 -78.8658 
16 157.206 
17 36.2625 
18 -88.0367 
19 156.489 
20 41.2848 
21 -74.1896 
22 150.553 
23 35.0785 
24 -145.36 
25 99.2253 
26 -20.2756 
27 -133.309 
28 107.19 
29 -17.8944 
30 -19.3565 
31 -138.857 
32 96.0579 
33 108.399 
34 -22.4973 
35 -139.765 
36 96.8164 
37 -20.4513 
38 -132.287 
39 -149.251 
40 93.4811 
41 -18.3547 
42 -101.199 
43 14.9009 
44 134.126 
45 167.412 
46 40.7366 
47 -73.3446 
48 165.533 
49 -69.2988 
50 48.503 
51 169.49 
52 -64.4684 
53 46.7928 
54 109.823 
55 -2.49905 
56 -127.701 
57 -129.252 
58 -8.78979 
59 106.267 
60 -126.784 
61 113.399 
62 0.709431 
63 -120.91 
64 126.401 
65 -1.09273 
66 -8.97998 
67 -121.669 
68 110.837 
69 129.505 
70 9.47733 
71 -112.261 
72 160.544 
73 41.5585 
74 -71.2583 
75 -173.299 
76 69.3492 
77 -55.708 
78 -169.331 
79 65.6119 
80 -51.9789 
81 -61.7747 
82 173.168 
83 55.5773 
84 -174.121 
85 -52.4422 
86 68.0124 
87 -42.9485 
88 -164.756 
89 76.4312 
90 -48.616 
91 -167.428 
92 73.1919 
93 73.6552 
94 -45.1572 
95 -164.537 
96 46.327 
97 -80.6102 
98 168.998 
99 -151.044 
100 -31.076 
101 87.9011 
102 165.179 
103 45.1617 
104 -74.5258 
105 16.6604 
106 -116.645 
107 128.813 
108 6.7217 
109 -107.821 
110 140.027 
111 122.042 
112 7.49989 
113 -104.652 
114 -144.555 
115 -20.6395 
116 106.352 
ITEM: TIMESTEP
38300
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -90.9273 
2 -89.7019 
3 156.084 
4 31.7491 
5 25.234 
6 -88.9796 
7 146.685 
8 147.622 
9 33.4081 
10 -124.816 
11 7.77341 
12 176.125 
13 57.3312 
14 -64.8114 
15 -115.623 
16 127.499 
17 9.90519 
18 -24.5608 
19 -159.1 
20 94.2081 
21 -40.3317 
22 -142.741 
23 82.719 
24 -152.457 
25 91.1046 
26 -23.9424 
27 -155.474 
28 89.4792 
29 -39.0355 
30 -32.4966 
31 -147.544 
32 83.9418 
33 91.823 
34 -25.5959 
35 -145.044 
36 92.6372 
37 -26.8113 
38 -149.944 
39 -147.505 
40 93.0465 
41 -30.0862 
42 -94.3859 
43 24.9971 
44 144.696 
45 -171.18 
46 77.3187 
47 -47.0238 
48 -174.302 
49 -55.1136 
50 62.5128 
51 171.349 
52 -67.1088 
53 52.0895 
54 109.73 
55 -14.3744 
56 -126.684 
57 -141.297 
58 -15.3531 
59 110.931 
60 -142.327 
61 89.4838 
62 -36.0101 
63 -151.872 
64 82.634 
65 -23.6824 
66 -25.6962 
67 -151.19 
68 102.494 
69 121.131 
70 0.28494 
71 -120.878 
72 -173.451 
73 66.5531 
74 -48.7872 
75 -146.594 
76 98.7132 
77 -25.4269 
78 -153.13 
79 82.7296 
80 -38.437 
81 -24.4258 
82 -148.566 
83 90.2675 
84 -144.349 
85 -21.5512 
86 101.284 
87 -69.7071 
88 169.179 
89 45.9583 
90 -59.3135 
91 177.466 
92 61.8004 
93 44.1827 
94 -79.0381 
95 165.297 
96 30.5172 
97 -97.4127 
98 150.045 
99 -128.958 
100 -13.2619 
101 104.811 
102 -166.159 
103 68.1447 
104 -49.1435 
105 -67.3515 
106 167.287 
107 51.6423 
108 -63.2097 
109 -178.855 
110 62.1515 
111 50.2362 
112 -65.4089 
113 175.597 
114 84.316 
115 -147.258 
116 -34.0757 
ITEM: TIMESTEP
38400
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -123.089 
2 -117.599 
3 117.083 
4 -3.67919 
5 5.13398 
6 -120.185 
7 119.054 
8 122.991 
9 -2.32762 
10 -104.331 
11 8.16038 
12 -148.129 
13 89.2638 
14 -28.6268 
15 -114.309 
16 129.533 
17 12.3308 
18 -40.9626 
19 -162.544 
20 74.1732 
21 -47.4083 
22 -175.337 
23 63.0811 
24 -163.062 
25 73.7219 
26 -57.8887 
27 -175.156 
28 53.2332 
29 -51.9402 
30 -50.3729 
31 178.016 
32 72.8431 
33 60.1391 
34 -59.3626 
35 -172.711 
36 67.6308 
37 -45.7174 
38 -172.868 
39 -179.134 
40 67.5176 
41 -59.6325 
42 -64.4755 
43 57.6585 
44 173.318 
45 -171.807 
46 76.4318 
47 -45.895 
48 -174.632 
49 -52.5156 
50 60.2201 
51 -167.217 
52 -50.3681 
53 71.5789 
54 85.714 
55 -36.3116 
56 -153.857 
57 -146.937 
58 -22.8297 
59 101.099 
60 -138.219 
61 94.983 
62 -24.5359 
63 -137.944 
64 102.537 
65 -11.1463 
66 -14.8569 
67 -134.376 
68 111.941 
69 159.854 
70 38.8833 
71 -87.371 
72 -166.431 
73 69.6389 
74 -51.4642 
75 -136.913 
76 104.516 
77 -18.3697 
78 -125.42 
79 111.694 
80 -6.84992 
81 -11.3926 
82 -134.279 
83 107.178 
84 -132.105 
85 -15.872 
86 101.761 
87 -64.1727 
88 -176.49 
89 66.6163 
90 -50.7092 
91 -167.603 
92 61.6077 
93 65.0738 
94 -51.8202 
95 177.391 
96 78.6106 
97 -38.1133 
98 -165.245 
99 -156.673 
100 -33.5149 
101 79.994 
102 -159.214 
103 83.5443 
104 -38.1579 
105 -52.9022 
106 178.71 
107 52.9046 
108 -65.1471 
109 169.048 
110 63.2409 
111 61.3369 
112 -64.4684 
113 -170.275 
114 67.52 
115 -156.529 
116 -47.7884 
ITEM: TIMESTEP
38500
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -134.475 
2 -147.469 
3 100.891 
4 -16.5098 
5 -29.5329 
6 -141.173 
7 101.427 
8 94.5657 
9 -17.0743 
10 -139.405 
11 -11.2687 
12 -142.517 
13 100.538 
14 -14.7761 
15 -150.405 
16 89.3173 
17 -25.2182 
18 -23.8347 
19 -139.05 
20 82.0244 
21 -33.1911 
22 -144.269 
23 100.516 
24 166.48 
25 39.8339 
26 -85.9849 
27 172.157 
28 46.3387 
29 -61.1965 
30 -72.3079 
31 161.873 
32 54.3381 
33 104.927 
34 -25.318 
35 -140.584 
36 86.024 
37 -29.2416 
38 -143.731 
39 -155.149 
40 89.5857 
41 -24.904 
42 -77.8169 
43 55.6044 
44 171.27 
45 -146.473 
46 78.988 
47 -31.9387 
48 -151.232 
49 -22.628 
50 92.2257 
51 -128.857 
52 -6.4301 
53 112.93 
54 70.23 
55 -49.193 
56 -161.071 
57 -144.264 
58 -28.3908 
59 97.3596 
60 -147.905 
61 89.3352 
62 -25.4701 
63 -143.702 
64 101.493 
65 -20.9414 
66 -34.3095 
67 -149.115 
68 88.4507 
69 167.274 
70 46.9406 
71 -71.0582 
72 177.571 
73 52.6114 
74 -69.0495 
75 175.821 
76 52.7466 
77 -68.6381 
78 -176.514 
79 62.1008 
80 -53.4398 
81 -62.4045 
82 176.211 
83 60.6701 
84 -125.589 
85 8.15548 
86 116.239 
87 -62.159 
88 166.466 
89 55.0116 
90 -78.5248 
91 170.021 
92 52.85 
93 51.1595 
94 -60.2951 
95 -177.466 
96 -46.7766 
97 -164.833 
98 75.5188 
99 -176.294 
100 -49.2073 
101 67.9671 
102 -109.98 
103 122.868 
104 9.71509 
105 -79.6428 
106 163.025 
107 30.9554 
108 -69.3595 
109 158.571 
110 47.9728 
111 45.0623 
112 -87.0071 
113 162.395 
114 94.1479 
115 -150.105 
116 -18.3466 
ITEM: TIMESTEP
38600
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -120.417 
2 -123.258 
3 122.832 
4 6.77578 
5 -6.85642 
6 -120.767 
7 123.177 
8 109.55 
9 -4.36074 
10 -171.295 
11 -53.7382 
12 -127.471 
13 117.188 
14 1.99399 
15 -153.288 
16 82.2567 
17 -39.2665 
18 -8.05518 
19 -120.154 
20 119.318 
21 7.21918 
22 -125.728 
23 122.173 
24 154.926 
25 37.679 
26 -85.0565 
27 157.337 
28 34.6013 
29 -85.416 
30 -86.4691 
31 150.795 
32 30.7781 
33 126.115 
34 0.854836 
35 -121.83 
36 113.756 
37 -8.92848 
38 -120.984 
39 -132.533 
40 104.783 
41 -7.27279 
42 -95.4607 
43 18.1793 
44 130.977 
45 -156.238 
46 80.2507 
47 -32.4104 
48 -148.483 
49 -26.1291 
50 94.8402 
51 -140.138 
52 -9.90504 
53 100.063 
54 119.953 
55 -9.01406 
56 -126.563 
57 -155.989 
58 -33.7816 
59 80.1992 
60 -153.886 
61 80.4273 
62 -32.0572 
63 -163.655 
64 83.8602 
65 -37.9685 
66 -50.034 
67 -162.518 
68 75.6529 
69 -164.145 
70 83.2328 
71 -41.6649 
72 179.218 
73 63.7078 
74 -52.7599 
75 169.572 
76 52.6846 
77 -74.1697 
78 164.146 
79 37.2922 
80 -78.9666 
81 -74.6613 
82 158.484 
83 42.2256 
84 -146.137 
85 -21.0652 
86 94.1626 
87 -86.4988 
88 145.153 
89 24.4689 
90 -92.1445 
91 147.172 
92 36.2041 
93 23.0647 
94 -97.6191 
95 151.413 
96 -44.9082 
97 -168.238 
98 73.3328 
99 -174.205 
100 -57.6561 
101 70.1913 
102 -113.629 
103 119.967 
104 7.43021 
105 -54.7194 
106 175.091 
107 64.2737 
108 -60.6512 
109 -171.469 
110 69.5383 
111 51.6572 
112 -59.1602 
113 -178.153 
114 61.8817 
115 -179.839 
116 -47.0289 
ITEM: TIMESTEP
38700
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -110.348 
2 -98.1554 
3 139.065 
4 14.2051 
5 18.0647 
6 -104.715 
7 130.425 
8 137.291 
9 14.5117 
10 -164.869 
11 -52.6997 
12 -132.253 
13 111.948 
14 -15.9926 
15 178.447 
16 56.0027 
17 -71.8674 
18 -24.7463 
19 -139.028 
20 103.299 
21 -10.9825 
22 -136.582 
23 109.137 
24 173.13 
25 63.6056 
26 -53.1761 
27 179.841 
28 63.059 
29 -70.6349 
30 -59.2501 
31 -176.032 
32 50.2743 
33 97.5241 
34 -22.6924 
35 -146.313 
36 98.5057 
37 -25.1148 
38 -141.278 
39 -138.888 
40 97.4912 
41 -18.6719 
42 -58.6519 
43 64.2432 
44 170.717 
45 -154.505 
46 89.8751 
47 -28.8228 
48 -155.899 
49 -36.2615 
50 87.4337 
51 -179.584 
52 -66.1962 
53 57.732 
54 163.164 
55 35.8089 
56 -77.0392 
57 179.596 
58 -53.5965 
59 59.9843 
60 -131.677 
61 96.7529 
62 -15.1179 
63 -148.525 
64 99.6046 
65 -16.9547 
66 -31.9549 
67 -143.826 
68 99.6149 
69 -141.974 
70 101.9 
71 -14.1519 
72 -175.535 
73 78.4306 
74 -45.8216 
75 173.494 
76 56.7742 
77 -63.1563 
78 164.775 
79 44.8445 
80 -78.5047 
81 -77.5419 
82 162.528 
83 39.1783 
84 -170.856 
85 -56.7787 
86 63.3807 
87 -81.7648 
88 162.418 
89 40.6365 
90 -71.4823 
91 166.736 
92 44.3345 
93 42.6455 
94 -79.1364 
95 158.462 
96 -66.2221 
97 174.315 
98 44.9178 
99 -175.738 
100 -61.1021 
101 58.6074 
102 -83.5052 
103 154.035 
104 41.6215 
105 -67.5799 
106 166.361 
107 50.3778 
108 -72.9401 
109 171.076 
110 53.1187 
111 42.0052 
112 -73.9783 
113 168.064 
114 51.3986 
115 178.691 
116 -68.1131 
ITEM: TIMESTEP
38800
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -105.679 
2 -100.105 
3 147.548 
4 16.7852 
5 20.0491 
6 -92.298 
7 136.94 
8 137.431 
9 25.0837 
10 -148.483 
11 -23.306 
12 -139.442 
13 100.628 
14 -30.2078 
15 -155.929 
16 87.6584 
17 -30.0767 
18 -14.6815 
19 -134.921 
20 103.054 
21 -17.1854 
22 -143.027 
23 96.7335 
24 -166.937 
25 78.1209 
26 -43.4434 
27 -164.378 
28 74.0579 
29 -49.4361 
30 -45.6406 
31 -167.205 
32 69.3011 
33 72.9255 
34 -44.2013 
35 -155.833 
36 68.5072 
37 -43.125 
38 -174.366 
39 -161.149 
40 87.219 
41 -44.022 
42 -94.6377 
43 16.5622 
44 140.718 
45 -137.904 
46 101.139 
47 -12.4908 
48 -138.407 
49 -25.4741 
50 95.1581 
51 175.278 
52 -69.7629 
53 45.2467 
54 155.666 
55 29.692 
56 -82.5845 
57 -178.662 
58 -57.8144 
59 68.1298 
60 -125.093 
61 108.716 
62 -10.0443 
63 -130.933 
64 110.307 
65 -4.74222 
66 -12.4458 
67 -131.206 
68 113.745 
69 -118.823 
70 118.216 
71 1.26228 
72 -171.015 
73 63.207 
74 -59.6709 
75 153.673 
76 38.736 
77 -88.2811 
78 163.679 
79 36.662 
80 -81.3839 
81 -80.4131 
82 152.57 
83 34.5238 
84 -173.502 
85 -48.2945 
86 67.1819 
87 -68.536 
88 168.792 
89 52.0389 
90 -69.1416 
91 174.105 
92 53.5301 
93 48.278 
94 -68.4754 
95 170.95 
96 -54.0631 
97 -166.964 
98 62.6814 
99 169.634 
100 -72.5121 
101 45.332 
102 -93.387 
103 150.019 
104 27.8628 
105 -67.0022 
106 175.904 
107 63.1848 
108 -63.7473 
109 -176.466 
110 53.3468 
111 55.855 
112 -56.8639 
113 172.949 
114 55.6355 
115 172.673 
116 -76.283 
ITEM: TIMESTEP
38900
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -79.1105 
2 -86.0521 
3 156.541 
4 36.6272 
5 33.8965 
6 -83.5109 
7 156.576 
8 158.21 
9 40.8029 
10 -136.518 
11 -13.989 
12 -162.066 
13 78.6036 
14 -38.4904 
15 -164.533 
16 78.8499 
17 -37.5904 
18 -36.7033 
19 -169.011 
20 83.2983 
21 -49.0097 
22 -162.157 
23 65.5355 
24 175.95 
25 52.3083 
26 -66.29 
27 173.007 
28 54.4083 
29 -63.352 
30 -67.6783 
31 173.723 
32 55.9632 
33 93.8204 
34 -27.4759 
35 -151.074 
36 90.1679 
37 -33.4302 
38 -148.536 
39 -145.647 
40 90.7547 
41 -24.3509 
42 -76.522 
43 45.1758 
44 164.014 
45 -161.59 
46 81.7141 
47 -41.1599 
48 -127.026 
49 -5.62201 
50 119.382 
51 -166.777 
52 -40.3829 
53 71.0732 
54 140.462 
55 26.4213 
56 -96.5335 
57 170.648 
58 -75.5303 
59 51.7259 
60 -128.218 
61 122.124 
62 -12.617 
63 -106.997 
64 118.262 
65 2.66146 
66 4.93184 
67 -129.809 
68 114.59 
69 -130.249 
70 98.0838 
71 -17.2266 
72 160.55 
73 34.4441 
74 -80.1292 
75 145.574 
76 33.5286 
77 -89.3973 
78 154.658 
79 31.7318 
80 -93.2968 
81 -78.8146 
82 158.26 
83 33.2309 
84 -170.051 
85 -47.249 
86 67.0106 
87 -53.7397 
88 -172.27 
89 70.5856 
90 -49.0889 
91 -166.233 
92 69.4415 
93 80.6966 
94 -36.4476 
95 -160.773 
96 -71.3775 
97 162.335 
98 48.2884 
99 176.079 
100 -78.1809 
101 47.8731 
102 -84.1038 
103 160.538 
104 36.2274 
105 -55.7138 
106 -175.623 
107 65.1524 
108 -55.0685 
109 -174.293 
110 64.8407 
111 68.4563 
112 -50.7683 
113 -171.635 
114 81.4495 
115 -167.184 
116 -40.1594 
ITEM: TIMESTEP
39000
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -77.0167 
2 -91.7098 
3 151.707 
4 37.2122 
5 34.1039 
6 -82.4796 
7 163.026 
8 154.061 
9 37.4778 
10 -156.176 
11 -30.359 
12 -147.614 
13 90.2308 
14 -22.9029 
15 -164.468 
16 67.4532 
17 -41.853 
18 -40.0444 
19 -163.859 
20 79.1986 
21 -44.6155 
22 -156.726 
23 79.4597 
24 -174.56 
25 56.8074 
26 -53.0441 
27 176.059 
28 66.2075 
29 -55.3089 
30 -65.7114 
31 -175.563 
32 62.9208 
33 115.629 
34 -19.2808 
35 -129.567 
36 99.357 
37 -10.9296 
38 -125.733 
39 -141.285 
40 108.428 
41 -6.37486 
42 -73.1459 
43 57.0204 
44 172.08 
45 -176.698 
46 70.5106 
47 -55.5765 
48 -87.5375 
49 44.2252 
50 156.609 
51 -169.134 
52 -46.2895 
53 74.7307 
54 163.454 
55 48.4045 
56 -68.7553 
57 151.669 
58 -88.9952 
59 29.6694 
60 -173.071 
61 71.2891 
62 -53.7975 
63 -166.084 
64 68.8295 
65 -50.4435 
66 -53.4993 
67 -178.586 
68 62.1411 
69 -175.521 
70 64.9394 
71 -55.3289 
72 152.296 
73 36.8425 
74 -81.8639 
75 -169.044 
76 78.7491 
77 -44.696 
78 -167.014 
79 69.5406 
80 -54.8074 
81 -50.5984 
82 -174.043 
83 61.6087 
84 -156.89 
85 -35.6225 
86 83.5177 
87 -66.7358 
88 170.655 
89 55.7743 
90 -58.9107 
91 -173.792 
92 63.6981 
93 51.1525 
94 -63.7285 
95 173.761 
96 -52.0501 
97 177.258 
98 70.121 
99 -166.774 
100 -58.1544 
101 65.4859 
102 -80.3704 
103 156.708 
104 41.771 
105 -77.1276 
106 167.181 
107 46.9865 
108 -76.0145 
109 163.791 
110 39.6768 
111 41.4706 
112 -78.7239 
113 157.162 
114 76.3676 
115 -170.651 
116 -55.1158 
ITEM: TIMESTEP
39100
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -110.008 
2 -89.9762 
3 142.586 
4 8.3361 
5 31.7038 
6 -95.7338 
7 130.016 
8 151.68 
9 24.2421 
10 -146.23 
11 -35.4896 
12 87.2305 
13 -156.609 
14 -53.7239 
15 -137.787 
16 101.707 
17 -16.435 
18 -151.266 
19 91.6548 
20 -28.3492 
21 -56.6093 
22 -167.975 
23 61.0831 
24 -50.2828 
25 176.958 
26 65.5921 
27 -162.79 
28 74.2156 
29 -53.4328 
30 -173.801 
31 58.5502 
32 -50.8067 
33 -54.4009 
34 177.951 
35 68.5939 
36 -73.0246 
37 47.6676 
38 165.841 
39 -160.501 
40 92.1961 
41 -34.144 
42 -174.103 
43 -63.3885 
44 51.0521 
45 172.555 
46 58.1246 
47 -61.0565 
48 166.764 
49 -63.3005 
50 48.1993 
51 -130.105 
52 101.947 
53 -9.40736 
54 -142.482 
55 106.164 
56 -14.5344 
57 -31.1756 
58 -142.529 
59 96.7724 
60 116.628 
61 3.96893 
62 -132.702 
63 -178.694 
64 64.4481 
65 -53.1825 
66 -175.104 
67 67.2649 
68 -58.2466 
69 -62.6235 
70 179.746 
71 54.2344 
72 -63.8013 
73 -177.869 
74 61.8489 
75 -50.1905 
76 -170.472 
77 63.8775 
78 52.9532 
79 -67.3287 
80 167.021 
81 -58.5595 
82 173.525 
83 66.6552 
84 -150.406 
85 -29.623 
86 83.6167 
87 -94.3293 
88 151.016 
89 32.3298 
90 -76.8223 
91 164.857 
92 48.8181 
93 -87.8854 
94 156.075 
95 30.4349 
96 34.7115 
97 -81.3277 
98 153.032 
99 -145.867 
100 -28.0737 
101 80.7214 
102 119.181 
103 4.89608 
104 -117.903 
105 121.564 
106 -1.23446 
107 -124.151 
108 -115.821 
109 121.38 
110 -1.5369 
111 -123.536 
112 -1.51171 
113 118.142 
114 -164.826 
115 78.0986 
116 -35.1182 
ITEM: TIMESTEP
39200
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -156.961 
2 -159.435 
3 73.622 
4 -42.9599 
5 -32.6088 
6 -159.552 
7 83.8663 
8 86.5636 
9 -40.3794 
10 -113.414 
11 14.2353 
12 131.237 
13 -150.969 
14 -32.0823 
15 -157.857 
16 76.3625 
17 -44.897 
18 -146.806 
19 97.4563 
20 -20.5219 
21 -32.716 
22 -148.444 
23 79.2937 
24 -36.4346 
25 -151.103 
26 93.1683 
27 -168.226 
28 79.972 
29 -46.6919 
30 -158.901 
31 74.4354 
32 -47.0987 
33 -40.7728 
34 -167.437 
35 71.0291 
36 -79.1442 
37 39.688 
38 164.656 
39 -152.725 
40 88.3775 
41 -31.7415 
42 174.443 
43 -65.9413 
44 56.3533 
45 164.662 
46 49.9302 
47 -67.5112 
48 -178.648 
49 -66.0017 
50 55.9368 
51 -118.449 
52 123.791 
53 12.0737 
54 -111.555 
55 136.728 
56 6.20557 
57 16.1029 
58 -95.6141 
59 133.864 
60 79.4495 
61 -41.7836 
62 -157.721 
63 -177.129 
64 66.1884 
65 -61.9182 
66 -167.794 
67 64.0998 
68 -51.1108 
69 -60.9211 
70 170.972 
71 55.7618 
72 -74.9102 
73 157.975 
74 38.0995 
75 -86.6895 
76 153.435 
77 40.4254 
78 36.6479 
79 -83.2273 
80 163.763 
81 -63.7078 
82 172.065 
83 56.9822 
84 -164.551 
85 -52.8886 
86 74.9923 
87 -82.9864 
88 149.718 
89 35.0604 
90 -74.7483 
91 -179.926 
92 56.5594 
93 -52.3055 
94 -175.82 
95 52.8726 
96 61.9957 
97 -61.5186 
98 167.174 
99 119.784 
100 -135.46 
101 -15.3407 
102 108.891 
103 -14.2751 
104 -128.381 
105 117.056 
106 2.94969 
107 -119.779 
108 -134.218 
109 111.676 
110 -11.0523 
111 -103.46 
112 18.6305 
113 134.785 
114 -160.385 
115 68.8979 
116 -42.4617 
ITEM: TIMESTEP
39300
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -172.64 
2 169.097 
3 61.0825 
4 -59.9409 
5 -72.0044 
6 179.981 
7 58.9579 
8 56.3974 
9 -51.6169 
10 -104.022 
11 13.6703 
12 134.522 
13 -116.909 
14 7.55567 
15 -173.437 
16 69.9528 
17 -53.4365 
18 -123.481 
19 108.783 
20 -6.33954 
21 -32.4825 
22 -152.059 
23 95.3728 
24 -24.2042 
25 -153.466 
26 86.9567 
27 -139.627 
28 105.028 
29 -7.03807 
30 -127.335 
31 120.599 
32 -11.9896 
33 -16.6464 
34 -128.712 
35 98.6994 
36 -54.0951 
37 63.9972 
38 175.495 
39 -168.49 
40 71.5757 
41 -52.2719 
42 124.598 
43 -106.088 
44 7.31311 
45 167.537 
46 56.6445 
47 -61.7728 
48 -168.963 
49 -45.8518 
50 69.9039 
51 -131.058 
52 112.524 
53 -10.6382 
54 -122.876 
55 113.962 
56 -6.45853 
57 -4.73698 
58 -127.899 
59 111.681 
60 73.9624 
61 -58.8741 
62 -177.599 
63 -170.921 
64 69.9484 
65 -52.2637 
66 -162.612 
67 75.1757 
68 -43.4813 
69 -46.2781 
70 -168.49 
71 72.8529 
72 -74.9634 
73 163.786 
74 45.8671 
75 -84.3701 
76 157.711 
77 36.8801 
78 43.9626 
79 -73.9567 
80 165.213 
81 -47.8159 
82 -159.788 
83 68.9407 
84 -161.109 
85 -44.9786 
86 74.5409 
87 -110.892 
88 124.864 
89 4.80301 
90 -54.519 
91 -168.965 
92 75.4424 
93 -44.5514 
94 -160.144 
95 69.8943 
96 77.6191 
97 -37.9738 
98 -167.935 
99 74.2177 
100 -174.324 
101 -57.1986 
102 92.5964 
103 -24.6426 
104 -143.09 
105 88.1238 
106 -30.3233 
107 -154.637 
108 -144.789 
109 96.7644 
110 -27.5496 
111 -86.8239 
112 29.3856 
113 149.892 
114 -167.385 
115 71.6075 
116 -49.3978 
ITEM: TIMESTEP
39400
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -164.782 
2 -164.995 
3 71.3836 
4 -46.3461 
5 -43.0245 
6 -166.645 
7 75.6249 
8 76.5685 
9 -47.0525 
10 -85.6275 
11 30.9241 
12 146.31 
13 -141.358 
14 -27.5317 
15 -175.495 
16 61.6893 
17 -57.6587 
18 -92.5823 
19 147.177 
20 21.6592 
21 -30.3597 
22 -150.258 
23 86.4156 
24 -33.4824 
25 -148.478 
26 91.6236 
27 -102.681 
28 134.555 
29 12.1899 
30 -106.086 
31 131.549 
32 16.6779 
33 10.5072 
34 -111.858 
35 133.271 
36 -96.5615 
37 17.708 
38 142.857 
